image,Text,Label,Hate Categories,Targeted Groups
meme_180.jpg,"কি রে তোর চোঁখ এত লাল কেন?
বর অসুস্থ তাই রাত জাগতে হচ্ছে!
নার্স রেখে দিলেই পারিস!
রেখেছি তো! আর ঐ নার্সকে পাহারা দিতেই রাত জাগতে হচ্ছে!",Non Hate,,
meme_181.jpg,"ম্যাডাম, আপনি কি প্রেগন্যান্ট?
দেখবেন আপনার প্রথম সন্তান ছেলে হবে
আচ্ছা, তুমি কি করে জানলে যে ছেলে হবে??
গতকাল তুমি চেয়ারের উপরে পা তুলে বসে ছিলে, তখন আমি বাচ্চাটার মোচ দেখতে পেয়েছিলাম",Hate,Abusive,Individual
meme_182.jpg,"কাল তো প্রথম রাত ছিল, কতটা পানি বেরোল?
দিদি এতটা যে পুরো শহরের তৃষ্ণা মিটে যায়।
কখনও কখনও 2-3 বার এমনভাবেই বেরোবে।
হ্যাঁ দিদি, কাল রাতের কথা ভেবে ভেবে এখনও বেরোচ্ছে।",Non Hate,,
meme_183.jpg,"একটু আগে না বললা আমাকে ডিভোর্স দিবা
তখন আমার ক্ষুধা লাগছিল",Non Hate,,
meme_184.jpg,"গাছটির নাম কি হবে
ছাতা
বালতি
কমলা",Non Hate,,
meme_185.jpg,"চলো সেক্স করি...
প্রতিদিন তো এটাই বলো.. আজ অন্য কিছু বলো দেখি
চলো বিয়ের প্রতিশ্রুতি দিয়ে সহবাস করি",Hate,Abusive,Individual
meme_186.jpg,"শাশুড়ি কখনো মা হয়না!
কারণ শাশুড়ি, মা হলে স্বামী দাদা হয়ে যাবে।",Non Hate,,
meme_187.jpg,"দেখতো দুধটা উতলে পড়ছে কিনা?
উফফ... উতলে উতলে পড়ছে গো..।।
বোকাচোদা আমি রান্নাঘরে দেখতে বললাম",Hate,Abusive,Individual
meme_188.jpg,"দুধ যদি গ্লাস দিয়েই খাও
তাহলে বিয়ে করেছিলে কেনো?",Non Hate,,
meme_189.jpg,"কতো ভালোই না হতো যদি ঘুমানোর সময়
রাতে মানিব্যাগটা চার্জে দিয়ে ঘুমিয়ে সকালে উঠে ব্যাগ ভর্তি টাকা পাওয়া যেতো",Non Hate,,
meme_190.jpg,"""এই বাসন কে ভেঙেছে..?""
""আরে, আমাদের ঝগড়া হয়েছিল।""
""তাহলে এই খাট কীভাবে ভাঙল..?""
""ওটা আমাদের চুক্তি হয়েছিল।""",Non Hate,,
meme_191.jpg,"মা, তুমি ব্লাউজ এর মধ্যে টাকা কেনো রাখো ??
যাতে তোমার বাবা বুঝতে না পারে
মা তুমিও পারো কিন্তু, বাবা রোজ বাড়িতে কাজ করতে আসা মাসি-র ব্লাউজ সন্ধান করতে থাকে",Hate,Abusive,Individual
meme_192.jpg,"আজ একটু বেশি খেয়ে ফেলেছি
কেন! রান্না খুব ভালো হয়েছিলো বুঝি?
না না, রাতে একটু বেশি ক্যালোরি বার্ন হবে তো তাই",Non Hate,,
meme_193.jpg,"~এটা কি?...
এহ...
..সে কি আমাকে পিষে ফেলতে চায়?",Non Hate,,
meme_194.jpg,"কাল রাতে তিনজন চোর আমাদের বাড়িতে ঢুকেছিল।।
তাহলে তুমি তাদের থামাতে পারলা না?
আমি তাদের অনেক থামানোর চেষ্টা করলাম কিন্তু ওরা বললো এখন আমরা ক্লান্ত, আমাদের যেতে দিন।",Non Hate,,
meme_195.jpg,"বাসা কোথায়?
ব্রাহ্মণবাড়িয়া
সত্যিইই?
হ্যা...
বানান করো...
আমরা এখন ঢাকা থাকি",Non Hate,,
meme_196.jpg,"লোক লজ্জায় বলতে পারিনা..
ভিড়ের মধ্যে এক সুন্দরী মেয়ের ওড়নায় সর্দি মুছে দিয়েছি",Non Hate,,
meme_197.jpg,"শোন ছেলে, এই ২০ টাকা নাও আর মাকে বলো না যে আমি কাজের মেয়ের সাথে ওয়েছি!
বাবা তুমি খুব কাসে আছো...
মা যখন ড্রাইভারের সাথে ঘুমায় তখন আমাকে মা 100 টাকা দেয়...",Hate,Abusive,Individual
meme_198.jpg,"এই জিনিস সত্য?
কি জিনিস?
এইটাই যে গাড়িটি যতই সুন্দর এবং চকচকে হোক না কেন, তাঁর সাইলেন্সার সবসময় কালো থাকে।",Non Hate,,
meme_199.jpg,"২২ টা বছর অপেক্ষা করলাম
শুধুমাত্র ২২ সেকেন্ডের জন্য?",Non Hate,,
meme_200.jpg,"কীরে ভাই কী করছিস?
সামনে পরীক্ষা তাই পড়ছি
পরীক্ষা এলে পড়িস? সারাবছর তাহলে কী করিস?
তোর হাগা পেলে তবেই হাগতে যাস নাকি সারাবছর বাথরুমে বসে থাকিস?",Hate,Abusive,Individual
meme_201.jpg,"অভিনন্দন, আপনি 4 টা বাচ্চা জন্ম দিয়েছেন ..!
ধন্যবাদ, ডাক্তারবাবু.....!
বোকা চে আমি প্রথমেই বলেছিলাম অগি স্টাইলে করবা না।।",Hate,Abusive,Individual
meme_202.jpg,"আচ্ছা রুমান্টিক কিছু বলো
বৃষ্টি তোমার কেমন লাগে?
একবার খাইছিলাম পানির মতই লাগে,",Non Hate,,
meme_203.jpg,"বাংলা বই না আনায়
দাঁড়িয়ে থাকা আমার বন্ধু
এই দিকে ইংলিশ বই খুলে বসে থাকা আমি",Non Hate,,
meme_204.jpg,"আমি মারা গেলে কি করবা?
পাগল হয়ে যাবো
আরেকটা বিয়ে করবা না তো?
পাগলে কিনা করে।",Non Hate,,
meme_205.jpg,"তোমার ওইটা এত কালো কেনো?
কাজল দিয়ে রাখি, যাতে কেউ নজর না দিয়ে দেয়",Non Hate,,
meme_206.jpg,"কাকিমা একটু তেল হবে আমার বয়ফ্রেন্ড এসেছিল...
তেল তো নাই ভেসলিন নিয়ে যাও সমস্যা হবে না
কাকিমা পাঁপড ভাজতাম.....",Non Hate,,
meme_207.jpg,"ম্যাডাম, আপনি কি প্রেগন্যান্ট?
দেখবেন আপনার প্রথম সন্তান ছেলে হবে
আচ্ছা, তুমি কি করে জানলে যে ছেলে হবে??
গতকাল আপনি চেয়ারের উপরে পা তুলে বসে ছিলেন, তখন আমি বাচ্চাটার মোচ দেখতে পেয়েছিলাম।",Hate,Abusive,Individual
meme_208.jpg,"মা, তুমি ব্লাউজ এর মধ্যে টাকা কেনো রাখো ??
যাতে তোমার বাবা বুঝতে না পারে
মা তুমিও পারো কিন্তু, বাবা রোজ বাড়িতে কাজ করতে আসা মাসি-র ব্লাউজ সন্ধান করতে থাকে",Non Hate,,
meme_209.jpg,"পরিবারের কেউ
আমায় বিশ্বাস করেনা
কেনো কি হলো?
ঘুম থেকে ডেকে
জিজ্ঞেস করে
ঘুমিয়েছি কিনা!",Non Hate,,
meme_210.jpg,"আচ্ছা দাদু মা-দের পে'টে বা'চ্চা তো ৯মাস থাকে থাকে
হ্যাঁ, ঠিক বলেছো
তাহলে সেই বা'চ্চা বের হলে, ৩মাস পর কেনো ১বছর পালন করা হয়না?",Non Hate,,
meme_211.jpg,"খেতে চাই
কি খেতে চাও জান?
বিরিয়ানি
কুত্তার****
আবার কি হইলো?
তুই বলবি তোমাকে খাবো, আর আমি বলবো যাহ দুষ্টু",Hate,Abusive,Individual
meme_212.jpg,"তোমার কাছে গাড়ি আছে ?
হ্যাঁ আছে, কেন!
আজ রাতে দেবে?
হ্যাঁ দেবো, কিন্তু গাড়ির কথা কেন জিজ্ঞেস করছিলে!",Non Hate,,
meme_213.jpg,"তোমার বাড়িতে আমাকে মেনে নেবে?
আমার বাড়িতে আমাকেই মানেনা, তোমাকে কি করে মানবে?",Non Hate,,
meme_214.jpg,"তুমি জীবনে কি চাও?
টাকা
টাকা সাইডে রেখে বলো কি চাও?
সাইডে রাখা টাকা গুলো",Non Hate,,
meme_215.jpg,"জনসংখ্যা বৃদ্ধির ব্যাপারটা তুমি কি ভাবে দেখো?
HD তে",Non Hate,,
meme_216.jpg,"মা, আমি গর্ভবতী।
কি, কিন্তু কিভাবে এসব ঘটল?
দুর্ঘটনা! কালমুহি,
এটি একটি দুর্ঘটনা ছিল?? রাস্তায় হাঁটার সময় কি তাঁর লিঙ্গে পড়ে গেছিলিস??",Hate,Abusive,Individual
meme_217.jpg,"ডাক্তারবাবু, আমার স্বামী বাইরে আছেন। ভেতরে ডেকে নিন না...
তার কোনো প্রয়োজন নেই ম্যাম, আপনি আমার কাছে একদম SAFE। নিশ্চিন্তে থাকুন
না ডাক্তার বাবু, সেটা নয়। আসলে আপনার নার্স টা বাইরে একা আছে তো, তাই বলছিলাম....",Non Hate,,
meme_218.jpg,"জানো, কাল চাচাজি আমাকে তোয়ালে পরা অবস্থায় দেখে ফেলেছেন।
তারপর তুমি কি করলে?
তারপর আমি সাথে সাথে তোয়ালে খুলে ঘোমটা বানিয়ে নিলাম। আমার মধ্যে কি সংস্কারের অভাব আছে নাকি?",Non Hate,,
meme_219.jpg,"জনসংখ্যা বৃদ্ধির ব্যাপারটা তুমি কিভাবে দেখ?
HD তে",Non Hate,,
meme_220.jpg,"কেমন চলছে চাকরিওয়াল জীবন...?
অনেক বেকার, পুরোদিন 'Yes Sir' করতে থাকি আর...
পুরোরাত ""Ohh Yeah Sir"" করতে থেকে যায়।।",Non Hate,,
meme_221.jpg,"আচ্ছা দাদা প্রথম বার কি আস্তে আস্তে করতে হয়
হুঁ, একদম আস্তে
কিন্তু ও যে বললো আরও জোরে জোরে করো
তাহলে ওই মাঠে আগেই অনেকবার খেলা হয়ে গেছে",Non Hate,,
meme_222.jpg,"এলাকার মধ্যে প্রেম করার সুবিধা হলো
BF কে লুঙ্গী পড়া অবস্থায় ও দেখা যায়",Non Hate,,
meme_223.jpg,"ভোটার আইডি কার্ড বানাইতে গেছি ফোন নাম্বার চায়
এখন সিম কিনতে গেছি ভোটার আইডি কার্ড চায়",Non Hate,,
meme_224.jpg,"তোমাকে যে তখন ফ্রেন্ড রিকোয়েস্ট পাঠালাম একসেপ্ট করলে না কেন?
তোমার নাম আরবিতে আর আমার তখন ওযু ছিলো না",Non Hate,,
meme_225.jpg,"একি! তুমি স্কুলে বেড়াল নিয়ে এসেছো কেন?
আজ সকালে বাবা, মাকে বলছিলো বাবু স্কুলে যাবার পর আমি তোমার বেড়াল খাবো",Non Hate,,
meme_226.jpg,"*আমি
*ফ্রিজের ঠান্ডা জল
*মা
(আমি এখন কিছু বলবো না খালি ঠান্ডাটা লাগুক একবার)",Non Hate,,
meme_227.jpg,"সাপ যতোই ফনা তুলুক
গর্ত থেকে বেরোলেই নেতিয়ে পড়বে",Non Hate,,
meme_228.jpg,"আমি তোমার বমি বমি ভাবের কারণ হতে চাই
তোমাকে দেখলে আমার এমনিতেই বমি আসে",Non Hate,,
meme_229.jpg,"তাজমহল ছাড়া আর কোন জায়গা তোমার প্রেমের স্মৃতি হিসেবে মনে হয়?
ম্যাডাম, OYO",Hate,Personal Offence,Community
meme_230.jpg,"বিয়ের পর তুমি আমাকে একটুও ভালোবাসো না!
আমিতো আগেই বলেছিলাম বিবাহিত মেয়েদের প্রতি আমার ইন্টারেস্ট নেই",Hate,Personal Offence,Community
meme_231.jpg,"বাবা ডেকেছে, বাবা ক বাড়িতে দেখতে চায় তুমি কতটা বড়লোক
তুমি বাবাকে বলে দাও, আমি গরীব লোকদের সাথে দেখা করিনা",Hate,Personal Offence,Individual
meme_232.jpg,লিজেন্ডরা বুঝবে,Non Hate,,
meme_233.jpg,"খুব ঠান্ডা পড়েছে আর ওয়েদারটাও খুব রোমান্টিক চলোনা আজ করি...
করার ইচ্ছে তো আমারও কিন্তু আমার ওইটা খুঁজে পাচ্ছিনা দুদিন ধরে",Non Hate,,
meme_234.jpg,"ভাই আজকে ফিজিক্সটা
দেখাস। নাহলে ফেল করে যাব
তুই এমনিতেও ফেল করবি
কেন?
কারন আজ কেমিস্ট্রি পরীক্ষা",Non Hate,,
meme_235.jpg,"ইংলিশ ভালো করার জন্য ইংলিশ সিনেমা দেখো..
ম্যাডাম ইংলিশ তো ঠিক করে নিলাম কিন্তু...!
অনেকটা দুর্বল হয়ে গেছি আগের চেয়ে...!",Non Hate,,
meme_236.jpg,"কেমন যুগ চলে এসেছে,
আমার ছেলেকে পা টিপতে বলছে ।।
পা কাঁধে তুলেছিল তো তোমার ছেলে তো টিপার জন্যও তো ওকেই বলব ...",Hate,Abusive,Individual
meme_237.jpg,"স্যার, আমার ঠাকুমার এই চেক টি পাশ করে দিন...
এটা কি ধরনের সই?
আমার ঠাকুমার সই... ঠাকুমার নাম জিলাপি বাই ...",Non Hate,,
meme_238.jpg,বাইরে আয় BMW নিয়ে বেরোইসি,Non Hate,,
meme_239.jpg,"তরকারিতে লবন নেই কেন?
তরকারি একটু পুড়ে গেছিল
তো কি হয়েছে, লবন কেন দেও নাই?
আমরা পোড়ার মধ্যে লবন ছিটাই না!",Non Hate,,
meme_240.jpg,"কাশতে কাশতে সেই যে অজ্ঞান হয়ে গেলাম, আর জ্ঞান ফিরলো না - এটার হিন্দি কি হবে?
অ্যায় কাশকে কে হাম, হোঁশ মে আব আনে না পায়ে।",Non Hate,,
meme_241.jpg,"কয়টা প্রেম করেন আপনি?
আমাকে দেখে কি লোকাল বাস মনে হয়? যে মেয়েরা আসে আর যায়!!!",Hate,Personal Offence,Individual
meme_242.jpg,"১৬ টাকায় ৯০ মিনিট কিনলাম
কিন্তু মেয়াদ তো ৬মিনিট",Non Hate,,
meme_243.jpg,"বৌদি, আমি ভালো ছেলে হতে চাই..
দুধ না খেলে হবেনা ভালো ছেলে..
তাহলে দাও...",Non Hate,,
meme_244.jpg,"কিরে অনীক কাল স্কুল আসিসনি কেন?
আমি কাল স্বপ্নে আমার গার্লফ্রেন্ডের সাথে সুইজারল্যান্ড গিয়েছিলাম
আর বাপ্পা তুই এলি না কেন?
আমি অনীক আর ওর গার্লফ্রেন্ডকে এয়ারপোর্টে ছাড়তে গিয়েছিলাম",Non Hate,,
meme_245.jpg,"কি হয়েছে, কাঁদছ কেন??
আমকে এখন পর্যন্ত ব্যথা হচ্ছে ...!
আচ্ছা ঠিক আছে, আজকে একটু তেল লাগিয়ে দিব।।",Non Hate,,
meme_246.jpg,"দাদু পৃথিবী থেকে সূর্যের দূরত্ব কত?
প্রায় ১৫ কোটি কিলোমিটার
সূর্যে তো এখনো কোনো মানুষ যেতে পারেনি, তাহলে মাপলো কে?",Non Hate,,
meme_247.jpg,"ভাবী জানেন, আমার বিয়ের সময় এতো গোল্ড দিয়েছিলো যে শাড়ি দেখাই যায় নি.....
আমার তো শাড়িই ছিলো গোল্ডের.",Non Hate,,
meme_248.jpg,"আমি বরপক্ষের
আমিও বরপক্ষের
আমি কনেপক্ষ
এখানে আমার জন্মদিন চলছে",Non Hate,,
meme_249.jpg,"আচ্ছা যদি তুমি তোমার নিজের পাঁদের গন্ধ শুকে ফেলো এর মানে কি দাড়ায়?
কি বলো?
যেই পাদ তোমার শরীর থেকে বেরিয়ে গেছিলো, সেটা আবার তোমার শরীরে ঢুকে গেছে",Hate,Abusive,Individual
meme_250.jpg,"Mother মানে কি?
মা
তাহলে Mother Mother
কেনো মামা হয়না?
পাগ'লা চো*",Hate,Abusive,Individual
meme_251.jpg,"দাদু আমাদের মাথা-ব্যথা হলে ডাক্তারের কাছে গিয়ে কি চাই?
মাথা-ব্যথার ওষুধ চাই
কিন্তু আমাদের তো মাথা-ব্যথা কমানোর ওষুধ বলা উচিত",Non Hate,,
meme_252.jpg,"সব মেয়েরা ভালোবাসা চায়না
কিছু কিছু মেয়ে ঐটাও চায়",Non Hate,,
meme_253.jpg,"দাদু সবাই যে বলে দেয়ালের ও কান আছে এটা কি সত্যি?
হ্যাঁ সত্যি
তাহলে দেয়ালের তো মুখ নেই, কথা শুনে কি করে অন্য কাউকে বলবে?",Non Hate,,
meme_254.jpg,"রাতে মনে হয় বিয়ে করি
দিনে মনে হয় ক্যারিয়ার গড়ি!",Non Hate,,
meme_255.jpg,"চাচী, ভোটে জিতলে তোমার জন্যে বয়ষ্ক ভাতার ব্যবস্থা করে দেবো!
বাবারে নিজের শরীরই চলে না, এই বয়সে ভাতার দিয়ে কি করবো?",Hate,Abusive,Individual
meme_256.jpg,"তারপর বলো
এই হলুদ ড্রেস পরা নার্স টি তোমাকে কখনো ইনজেকশন দিয়েছে?",Non Hate,,
meme_257.jpg,"তোরে বিয়া করতে বেচছি আমি জমি
এখন তোর রান্না খাইয়া আসে আমার বমি",Hate,Personal Offence,Individual
meme_258.jpg,"তুমি দেখতে এতো ভালো...
তোমার পাখি কেনো এতো কালো?",Hate,Personal Offence,Individual
meme_259.jpg,"একটা মেয়ে আমাকে দুই ঘন্টা ধরে বোঝালো যে,
মেয়েরা কথা কম বলে!",Non Hate,,
meme_260.jpg,"তোমার নাম্বার কি চেইঞ্জ হয়ে গেছে?
নাহ, এখনো ৩৬ই আছে।
আমি তোমার ফোন নাম্বারের কথা বলছি
আমিও আমার মোবাইল নাম্বারের লাস্ট দুই ডিজিটের কথা বলছি",Non Hate,,
meme_261.jpg,"তুমি কি জোনাকি?
কেনো?
অন্যের ভালো
বলেই তোমার পিছন
জ্বলে তো তাই আর কি",Hate,Abusive,Individual
meme_262.jpg,"বাবু, কিছু হবেনা তো...???
না সোনা, কিছু হবে না...!!!
30 মিনিট পর :
বাবু প্লিজ এটাকে আরো ভিতরে ঢুকাও না...!!",Non Hate,,
meme_263.jpg,"তুমি বাইরে গেলে আমার খুব ভয় করে
আরে পাগলী ভয় কিসের! আমি তাড়াতাড়ি চলে আসবো
ওটাই তো ভয়",Non Hate,,
meme_264.jpg,"বাসায় আসার পর
আম্মু:কীরে ছাতা কই?
আমি:",Non Hate,,
meme_265.jpg,"ডিমের দাম কত?
পাশের দোকানে তো ৫ টাকা।
ওর মুরগির চরিত্র ভালো না",Hate,Personal Offence,Community
meme_266.jpg,"ছেলে এবং মেয়ের মধ্যে কি পার্থক্য আছে?
মেয়ে এক বছরে একটাই বাচ্চার মা হতে পারবে আর....
ছেলে এক বছরে 365 টা বাচ্চার বাবা হতে পারবে।।",Hate,Personal Offence,Community
meme_267.jpg,"তোর মোবাইলের কী হয়েছে?
কতবার বলবো তোমাকে মা... মোবাইল নষ্ট হয়ে গেছে?
বলতে থাক শুনতে শান্তি লাগছে",Non Hate,,
meme_268.jpg,"আমার সাথে ডেট এ যাবে?
আমি কেন তোমার সাথে ডেট এ যাবো?
আর কতদিন বাড়িতে থাকবে! এবার আমার মনের ভেতরেও একটু থাকো",Non Hate,,
meme_269.jpg,"খুব সংস্কারী বৌমা এনেছিস বাবা..
কেনো মা, কি হয়েছে?
বৌমা রাতের বেলায়ও ইংরেজিতে ঠাকুরের প্রার্থনা করে... ""
Oh God, Oh My God """,Non Hate,,
meme_270.jpg,"ভাতার এর নাম ধরে ডাকলে সমস্যা
অথচ ভাতার জন্য সকাল সকাল লাইন
দিলে কোনো সমস্যা নাই",Hate,Abusive,Individual
meme_271.jpg,"শাড়িতে যদি ছিদ্র দেখা যায়! তাহলে একটা টাকা দিবনা
ম্যাডাম, আমাকে গর্ত দেখাবেন তো.....
তাহলে পুরো শাড়িটা ফ্রীতে দিয়ে দিব...!",Non Hate,,
meme_272.jpg,"ম্যাম আজকে কি পড়াবেন?
আজকের ""চা"" টা খুব মিষ্টি হয়েছে
চিনি তো চা-এ
আজকে বাক্য রচনা শেখাবো, কেল্টু তুমি ""চিনি"" দিয়ে একটা বাক্য রচনা বলো।
চিনি কোথায় গেলো?
গাধা একটা",Hate,Personal Offence,Individual
meme_273.jpg,"হ্যালো জানু কী করছো?
ড্রাইভ করছি তুমি?
অফিসে আছি বস্তা বস্তা ফাইলের মাঝে ফোন রাখো বস আসছে
আমিও রাখি আজ রাস্তায় খুব জ্যাম..
টাটা",Non Hate,,
meme_274.jpg,কেও বাঁশ দিলে রাগ করবেন না আগে খুলে দেখবেন ভেতরে বিরিয়ানিও থাকতে পারে!,Non Hate,,
meme_275.jpg,"শুধু আমরাই কেন শাড়ির কুঁচি ঠিক করবো?
মেয়েরা আমাদের লুঙ্গির গি'ট বাঁ'ইধা দিক!",Non Hate,,
meme_276.jpg,"মেয়ে দুটোর মধ্যে কি পার্থক্য আছে..?
একটা মেয়ের হাতে ঘড়ি আছে, একটার নেই..!
love u baby.. এরম একটা ছেলেই খুঁজছিলাম..!",Non Hate,,
meme_277.jpg,"আমি অনেক হট
বয়স কত তোমার?
১৩ বছর
জ্বর আসছে মনে হয়।",Hate,Personal Offence,Individual
meme_278.jpg,"বাবা, আমি দাদীর সঙ্গে বিয়ে করতে চাই
বোকাচোদা, ওটা আমার মা হলো
তো আবার তুমি আমার মা এর সঙ্গে কেনো বিয়ে করলা?",Hate,Abusive,Individual
meme_279.jpg,"দোকানদার শসার উপর পানি ছিটাচ্ছে ***
ক্রেতা :--ভাই শসার জ্ঞান ফিরলে এক কেজি দিয়েন তো...!!",Hate,Abusive,Community
meme_280.jpg,"স্বামী*
তুমি আমার কোন প্রশ্নে সবচেয়ে বেশি ভয় পাও?
*স্ত্রী
বাচ্চারা ঘুমিয়ে পড়েছে?",Non Hate,,
meme_281.jpg,"আমাদের বাসায় চলে আই
কি খাওয়াবি
কি খাবি বল
সিঙ্গারা
ধুর শালা, আমি ভাবলাম অন্য কিছু খাবি আসার সময় কিনে নিয়ে চলে আসিস",Hate,Abusive,Individual
meme_282.jpg,"Jotoi memes share kori na keno
vhitore vhitore amar onek kosto.",Non Hate,,
meme_283.jpg,"জানো, কাল চাচাজি আমাকে তোয়ালে পরা অবস্থায় দেখে ফেলেছেন।
তারপর তুমি কি করলে?
তারপর আমি সাথে সাথে তোয়ালে খুলে ঘোমটা বানিয়ে নিলাম। আমার মধ্যে কি সংস্কারের অভাব আছে নাকি?",Non Hate,,
meme_284.jpg,"তোমার ফোনে কত বাজে বাজে ভিডিও আছে ...!
Sorry বাবু, কালকে আমার একটা বন্ধু জোর করে দিয়ে দিয়েছে..!
তুমি এত ভয় কিসের, আমি তো এটা বলছিলাম যে সব ভিডিও একা একা দেখবা না..।।",Non Hate,,
meme_285.jpg,"বাবা তোমাকে বাড়িতে ডেকেছে
কেন?
বাবা দেখতে চায় তুমি কতটা বড়লোক
উনাকে বলে দাও আমি গরিবদের সাথে দেখা করিনা!!",Hate,Personal Offence,Individual
meme_286.jpg,"আমি গর্ভবতী, দয়া করে আমাকে একটি আসন দিন।
দেখে তো গর্ভবতী মনে হয় না।
আরে, কীভাবে হবে, এক ঘণ্টা আগেই তো কাজ হয়েছে।",Non Hate,,
meme_287.jpg,"বলো আমার জান বসন্তী, মজা পেয়েছ?
অনেক মজা পেলাম কুর্তা, আলো জ্বালিয়ে দেখে...
আমি বসন্তী না, তোমার মাসি।",Hate,Abusive,Individual
meme_288.jpg,"মা জানো, আমাদের বায়োলজি স্যারকে দেখতে পুরা নায়কের মত লাগে
এভাবে বলেনা মামনি... শিক্ষক বাবার সমতুল্য
মা তুমিনা সবসময় শুধু নিজের দিকটাই দেখলা",Non Hate,,
meme_289.jpg,"এই ছেলে এইটা লেডিস সিট ট ওঠ এইখান থেকে
Sorry! আমার ফেসবুকের আইডির নাম ""Angle Priya""",Non Hate,,
meme_290.jpg,"আমিও একদিন বলবো
হয়েছে এইবার ছাড়ো, তরকারি পু'ড়ে যাচ্ছে",Non Hate,,
meme_291.jpg,"এখনো যে রান্না করতে পারিস না বিয়ের পর বরকে কি খাওয়াবি?
কেন বর আমাকে খাবে..",Non Hate,,
meme_292.jpg,"আচ্ছা প্রেম কি...?
প্রেম কি বুঝস না.... তাইলে এতোদিন আমার সাথে কি করছিস?
ওও... ঐগুলা তো লীলা খেলা....",Non Hate,,
meme_293.jpg,"বস, আমাকে রোজ কত ঘণ্টা বসতে হবে? তুমি নিজেই ভাবো যে আমার পাশের কেবিনে.....
10 ঘণ্টা বসবে নাকি আমার ঘণ্টায় বসবা 10 মিনিট?",Non Hate,,
meme_294.jpg,"মা আমার একটা বনু চাই
তোমার বাবা তো এখন দিল্লিতে বাড়ীতে আসুক তখন বলবো
বাবাকে তো একটা সারপ্রাইজ দিতে পারো",Non Hate,,
meme_295.jpg,"সূর্য কোনোদিনও বাবা হতে পারবে না
কেন
সূর্য তো রাত্রেবেলা ওঠে না।",Non Hate,,
meme_296.jpg,"পোষ্টে ৫/৬ টা রিয়েক্ট পরার পর
Me to my mind
মানুষ আমাদের পাশে আছে",Non Hate,,
meme_297.jpg,"সবসময় বন্ধুদের কথা মন দিয়ে শুনতে হয়,
কারণ তাদের কথা বাড়ির কেউ শোনেনা..",Non Hate,,
meme_298.jpg,"সবাই জানে আমার গালফ্রেন্ড আছে কিন্তু,
শুধু আমি জানি না :)",Non Hate,,
meme_299.jpg,"কি হয়েছে?
বুক ব্যাথা করছে
ডাক্তার দেখাও
দেখিয়েছি
কি বললো?
WOW",Non Hate,,
meme_300.jpg,"এই যে মুটি এদিকে আয়!
দেখ, ভদ্রভাবে কথা বল!
মাননীয়া চর্বিযুক্ত ম্যাডাম, এদিকে আসুন !!",Hate,Personal Offence,Individual
meme_301.jpg,"প্রথমবার ডিম ভাজলাম, উৎসাহ পেলে আর ও ভাজবো।",Non Hate,,
meme_302.jpg,"ভদ্র হয়েও বি'পদে আছি
কাউকে তার প্রাপ্য গালিটাও দিতে পারি না!",Non Hate,,
meme_303.jpg,"আমি তোমায় বিয়ে করতে চাই
কিন্তু আমি তো তোমার থেকে এক বছরের বড়
নো প্রবলেম, আমি পরের বছর করে নেবো",Non Hate,,
meme_304.jpg,"তুমি সব কিছু করতে পারো?
হ্যাঁ সব পারি
নিজের মাথার চুল আঁচড়ে দেখাও
বোক্কা",Hate,Personal Offence,Individual
meme_305.jpg,"মাংস খাচ্ছি
কারণ ভাজা মাছটা উল্টে খেতে জানি না",Non Hate,,
meme_306.jpg,"ঘুমাচ্ছিস?
হ্যাঁ....চুপ করে থাক!!!!!
একটু পায়খানা পেয়েছে না?",Hate,Abusive,Individual
meme_307.jpg,"She: whitener আছে?
He :
আছে, কিন্তু একটু ঝাঁকিয়ে বের করতে হবে
She : সমস্যা নেই, আমি ঝাঁকিয়ে দেবো",Non Hate,,
meme_308.jpg,"শিক্ষিত লোকজন অনেক HOT হয়
কেনো?
কারণ তাদের অনেক ডিগ্রি
বোক্কা......",Hate,Abusive,Individual
meme_309.jpg,"এক্টিভ স্যাস্টাস বন্ধ করার পর আমার বন্ধুঃ
ভাই দেখ তো আমারে এক্টিভ দেখায় নাকি",Non Hate,,
meme_310.jpg,"পাসবুক আপডেট করবো
*SBI employee
লাঞ্চের পরে আসুন আমি লাঞ্চ করেই এসেছি",Non Hate,,
meme_311.jpg,D লেখ কথা দিলাম না হেসে পারবে না,Non Hate,,
meme_312.jpg,"বাবা,, আমকে ভবিষ্যৎ দেখতে শিখিয়ে দাও
আচ্ছা, তাহলে উঠাও তোমার । দামি সারি আর ধুকে ঘোড়া হয়ে যাও
না বাবা,, আপনি পদ মেরে দিবেন
দেখলা শিখিয়ে দিলাম ভবিষ্যৎ দেখতে",Hate,Abusive,Individual
meme_313.jpg,"Amr kosto lage na bhai
Amr just khida lage, Kichokkhon por por khida lage",Non Hate,,
meme_314.jpg,"বাবু, আমায় চিনতে পারছো ?
না কাকু, চিনতে পারলাম না
চিনবেই বা কীকরে! তোমার সাথে যখন দেখা হয়েছিল তখন তুমি অনেক ছোট ছিলে
ঘটে যখন এতই বুদ্ধি, তাহলে এমন ফালতু প্রশ্ন জিজ্ঞেস করলে কেন?",Hate,Abusive,Individual
meme_315.jpg,"মাসে বেতন কত দেবেন?
প্রথমে ১০ হাজার আর ৬ মাস পর ১৮ হাজার
তাহলে ৬মাস পর জয়েন করবো
বোক্কা",Hate,Abusive,Individual
meme_316.jpg,"হাসছি কারণ..
ফেসবুকের নতুন হাহা রিয়‍্যাক্ট এর সাউন্ড শুনে",Non Hate,,
