Text,Label,Political,Religious,Gender,Personal Offense,Abusive/Violence,Origin,Body Shaming,Misc,bangla,english
Ora bangdesh 🤣 Bangladesh mana e binodon,0,0,0,0,0,0,0,0,0,ওরা বাংলাদেশ মানে বাংলাদেশ🤣, They mean Bangladesh.🤣
Tota ei 15 bochor onek onnay korecis,0,0,0,0,0,0,0,0,0,এটা এই ১৫ বছর অনেক কষ্টে করেছে, It's been hard for 15 years.
Ami aghei bolcilam a shoitan,1,0,0,0,1,0,0,0,0,আমি আগেই বলছিলাম এ সাইট, I already mentioned this site
Tomar sheta bangbo,0,0,0,0,0,0,0,0,0,তোমার সেটা ভাঙ্গবো, You'll break it.
Khali ber ho mathe morbi sala,0,0,0,0,0,0,0,0,0,খালি বের হো মানে মরবি শালা ," Just get out, you're gonna die."
vai jan dhirgo meyadi smoy doira meyad uttinno gajar side effect aita bujte parchi😂😂,1,0,0,0,1,0,0,0,0,ভাই জানেন ধীরগতি সময়সীমা মেয়াদ পরবর্তী সময়ের সাইড এফেক্ট এইটা বুঝতে পারছি😂😂," Brother, you know the slow time limit is the side effect of post term.😂😂"
I like SEK hasina pm Bangladesh soman pm,0,0,0,0,0,0,0,0,0,আয়  লাইক সেক হাসিনা পি এম বাংলাদেশ সময় পি এম, Aay Like Sek Hasina PM Bangladesh Time PM
Besshar beta sumon,1,0,0,0,1,0,0,0,0,বাসার বেটা সুমন, Bashar Bata Suman
Banglar birera sabas jati tmdr saraa ajibon mone rakhbe,0,0,0,0,0,0,0,0,0,বাংলার বীরেরা সব জাতি আপনার সারা আজীবন মনে রাখবে, The heroes of Bengal will be remembered by all the nations forever
Ai maya ta kota andolon ar somaniok ar sahos botay valo.anu susochana valo,0,0,0,0,0,0,0,0,0,এই মায়া টা কোটা আন্দোলন এর সমানিক এর সহবতায় ভালো। অন্য পরামর্শ ভালো, This illusion is good with the equality of the quota movement. Other suggestions are good.
"100 % right bolsen students bai
Sob polic station 3 Jon student takben
Alway sob somoi",0,0,0,0,0,0,0,0,0,১০০% রাইট বলেছেন স্টুডেন্ট ভাই সব পলিসি স্টেশন ৩ জন স্টুডেন্ট নিবেন অলওয়েজ সব সব, 100% right said Student Brother all policy stations will be taken by 3 students always
Ai host to tao kotha boltase ... ami thakle ai meyere kotokkhon thapraitam .... ai meyere to jail theke ber korai thik hoi na 🙂,1,0,0,0,1,0,0,0,0,এই হোস্ট তো তাও কথা বলতেসে... আমি থাকলে এই মাইয়ারে কতক্ষণ থাকতাম... এই মাইয়ারে তো জেল থেকে বের করাই ঠিক হয় না🙂, This host is still talking... how long would I have stayed... this woman wouldn't be able to get out of jail.🙂
Poliser. S i sob  aawami lig,1,1,0,0,0,0,0,0,0,পলিসার। এস আয়  সব আওয়ামী লীগ , Polisar. S Aye All Awami League
Onak sasti thissenna k no?,0,0,0,0,0,0,0,0,0,অনেক শান্তি আসছেনা কে নো?, Who isn't coming in a lot of peace?
😢 tui akta daini buri prostitute magi,1,0,0,0,1,0,1,1,0,তুই একটা দেইনি বুড়ি পতিতা মাগী😢, You didn't give me a bitch.😢
Are pagol jamat ke 15boaor jabot ki nirjaton korso tokhon ai kotha koi silo bolo,0,0,0,0,0,0,0,0,0,আরে পাগল জামাত কে ১৫বার জামাত কি নিধন করছো তখন এই কথা কই ছিলো বলো, Where was that when you killed Jamaat 15 times?
Abu saider roktey hoye jabe somadan.....Oman jafar,0,0,0,0,0,0,0,0,0,আবু ইউসুফের রক্তে হয়ে যাবে সমাধান.....ওমান জাফর, The blood of Abu Yusuf will be the solution....Oman Jafar
Tumi koi. Tomar. Addres dao,0,0,0,0,0,0,0,0,0,তুমি কই। তোমার। অ্যাড্রেস দাও, Where are you? Give me your address.
Ei pulish morle keu tar zanazay ongso niben na.,0,0,0,0,0,0,0,0,0,এই পুলিশ মরে গেলে কেউ তার জায়গায় অংশ নিবেন না।," If this policeman is dead, no one will take his place."
hi sumon vala acho ni,0,0,0,0,0,0,0,0,0,হাই সুমন ভালা আছ নি," Hi Suman, are you okay?"
Tor mama sudi,1,0,0,0,1,0,0,0,0,তোর মামা সুদি, Your uncle Sudi
Hajar hajar coti taka ke kaiyse,0,0,0,0,0,0,0,0,0,হাজার হাজার কোটি টাকা কে কইসে, Who said thousands of crores of dollars
"Muslim der jatir janok , Hazrat Ibrahim .",0,0,0,0,0,0,0,0,0," মুসলিম দের জাতির জনক, হযরত ইব্রাহিম."," The father of the Muslim nation, Hazrat Ibrahim."
O akta subidhabadi luk,0,0,0,0,0,0,0,0,0,ও একটা সুবিধাবাদী লুক, He's an opportunist look.
Ar kisu bolar nai 😂,0,0,0,0,0,0,0,0,0,আর কিছু বলার নাই😂, Nothing else to say.😂
Oni kon cotter majisted plz janaben vi,1,0,0,0,1,0,0,0,0,উনি কোন কুত্তার ম্যাজিস্টড প্লিজ জানাবেন ভাই," He's a bitch magistered, please tell me"
Police ato karaf,1,0,0,0,1,0,0,0,0,পুলিশ এত করফ, Police so much
Aw na dese,0,0,0,0,0,0,0,0,0,ও না দিয়েছে, He didn't.
Thanda matar mithabadi,0,0,0,0,0,0,0,0,0,থান্ডা মাতার মিথ্যাবাদি , Thanda Mata's falsehood
16 bochor awami er ektaa baal chirte paree nai tara eshe geyan deyy hasshokor 😂,1,1,0,0,1,0,0,0,0,১৬ বছর আওয়ামী এর একটা বাল ছিঁড়তে পারে নাই তারা এসে গিয়ান দেয় হাসাকর😂, Sixteen years haven't been able to tear a bit of Awami League's shit they come and give geans😂
Madaripur er mp er bariteo dise,0,0,0,0,0,0,0,0,0,মাদারীপুর এর এমপি এর বারেতেও দিছে, Madaripur MP also gave it
Ashole dayyyyitto onek kotin.  Onek unnoti korechen temon apnar doler chor batpar jara tarai apna ke dubiyeche....,1,1,0,0,0,0,0,0,0,আসলে দায়িত অনেক কোটি। অনেক উন্নতি করেছেন যেমন আপনার দলের চার বাটপার যারা তারাই আপনাকে ডুবিয়েছে....," In fact, there are billions in responsibility, you have made a lot of improvements, such as the four thiefs of your party who put you down..."
Tume akta dalal roni,1,1,0,0,1,0,0,0,0,তুমি একটা দালাল রনি," You're a broker, Ronnie."
Ai deshe no chada bazi..only govt tax,0,0,0,0,0,0,0,0,0,এই দেশে নো চাদা বাজি..অনলি গভর্নমেন্ট ট্যাক্স, No cheating in this country..only government tax
K ai lokta ?,0,0,0,0,0,0,0,0,0,কে এই লোক টা?, Who is this guy?
beta tor mukhe juta mara uchit,1,0,0,0,0,1,0,0,0,বেটা তোর মুখে জুতা মারা উচিত, You should be shot in the face.
Tader K bichar ai banglar matitha hoba,0,0,0,0,0,0,0,0,0,তাদের কে বিচার এই বাংলার মাটি হবে, They will be judged in this land
Shalara business chara kisu bhuje na.....,1,0,0,0,1,0,0,0,0,শালারা বিজনেস ছাড়া কিছু বুঝে না....., They don't understand anything but business.
Onek jalaise kuttalig ra allah ogo sasti ditase ekhon,1,1,0,0,0,0,0,0,0,অনেক জ্বালাইছে কুত্তালীগ রা আল্লাহ ওগো শান্তি দিতেসে এখন, I've been troubling the bitches. God's giving them peace now.
Ohhhhhhhhhhh hhhh sodo sumon balo lok,0,0,0,0,0,0,0,0,0,ওহহহহহহহহহহহহহহহহহ সোদো সুমন ভালো লোক, Ohhhhhhhhhhhhh Sodo Sumon is a good guy
Ekta valo doctor die eke dhora uchit jara real doctor tara dhorle aii vhuya doctornir doctor howar sokh mite jabe......😡,1,0,0,0,0,1,0,0,0,একটা ভালো ডাক্তার দিয়ে একে ধরা উচিত যারা রিয়েল ডাক্তার তারা ধরলে এই ভুয়া ডাক্তারের ডাক্তার হওয়ার সুযোগ মিটে যাবে......😡," We need a good doctor to catch him, if the real doctors catch him, this fake doctor's chance of becoming a doctor will be satisfied.😡"
Lungi dance dise to ki hoiche last 15 years to mujib mujib gan bajiye Kan jhala pala kore dise tokhon koi chilen apni,0,0,0,0,0,0,0,0,0,লুঙ্গি নাচ দিসে তো কি হইছে লাস্ট ১৫ বছর তো মুজিব মুজিব গান বাজিয়ে কান ঝালাপালা করে দিসে তখন কই ছিলেন আপনি," Since he danced lungi, what happened last 15 years Mujib was playing Mujib songs and rubbing your ears"
Amr toh college take sondeho hochhe j eeisb mentally defect patient der onara admission dilo ki kore ..onarao ki eirkm naki takar jore era vorti hoyeche ...er BP sune amie vile jachhi notmal B P koto 😂😂,1,0,0,0,1,0,0,0,0,আমার তো কলেজ নিয়ে চিন্তিত হচ্ছে যে এইসব মেন্টাল ডিফেক্ট রোগীদের অন্যরা ভর্তি দিলো কি করে..ওনারাও কি এইরকম নাকি টাকার জোরে এরা নষ্ট হয়েছে... এর বিপি শুনে আমি ভেঙে যাচ্ছি নোটমাল বি পি কত😂😂, I'm worried about the college how these mental defect patients were admitted by others..are they like that or are they spoiled by money...😂😂
Sob awami communitir kaj,0,0,0,0,0,0,0,0,0,সব আওয়ামী লীগের কাজ, All Awami League works
"New natok 🫣
Khanki",1,0,0,0,1,0,0,0,0,নিউ নাটক <unk> খাঙ্কি, New Natak<unk> Khanki
wait koro dadura .... Allah e hiseb plus minus kore diben.. sei din shamne,0,0,0,0,0,0,0,0,0,ওয়েট করো দাদারা.... আল্লাহ এ হিসেব প্লাস মাইনাস করে দিবেন.. সেই দিন শেষে," Wait, brothers... God will make it plus minus at the end of that day."
Amader deshe akhono vp nurer moto sahosi vir ase,0,0,0,0,0,0,0,0,0,আমাদের দেশে এখনো ভিপি নার্সের মতো সহসি বীর আছে, There are still heroes like VP Nurse in our country
shumon tmi j ki baal jonogon bujhe gese.....ato gula student mara gese r tui bolos ghore jaite.....tr meye jdi mara jaito taile tui ghore thakti....???,1,0,0,0,1,0,0,0,0,সুমন তুমি যে কি বাল জনগণ বুঝে গেসে.....এত গুলা স্টুডেন্ট মারা গেসে আর তুই বোলস ঘরে যেতে.....তার মেয়ে যদি মারা যেত তাহলে তুই ঘরে থাকতে.....???," Sumon, what the fuck did people understand... so many students died and you said go home...if his daughter died you would be at home...???"
Ata amn kutta pagol kno hoilo koi lak pocket dukaise😂,1,0,0,0,1,0,0,0,0,এটা এমন কুত্তা পাগল কেনো হলো কই লাইক পকেট লুকাইসে😂, Why is he such a bitch crazy when he hides his pockets?😂
Tur thaka aro boro khelowar dekhachi Kichui korta parbina,0,0,0,0,0,0,0,0,0,টুর থেকে আরো বড় খেলার দেখাছি কিছু করতে পারবো না, I'm showing you a bigger game than tour. I can't do anything.
sangbakdik kon desher bolte hobe,0,0,0,0,0,0,0,0,0,সংবাদিক কোন দেশের বলতে হবে, Which country should the reporter be.
Hasina shorkar muktijuder der ke ginnai toyri krtece manush ar kache,1,1,0,0,0,0,0,0,0,হাসিনা সরকার মুক্তিযোদ্ধাদের কে জিন্নাই তোরি করতেছে মানুষ আর কাছে, Hasina government is granting the freedom fighters to the people
Ai sob police er bichar chai o eder hokum data sob aoamilig netar bichar chai please please please sobai egie asun,0,0,0,0,0,0,0,0,0,এই সব পুলিশ এর বিচার চাই ও এদের হুকুম ডাটা সব আওয়ামী লীগ নেতার বিচার চাই প্লিজ প্লিজ প্লিজ সবাই এগিয়ে আসুন, We want justice for these police and their orders data for all Awami League leaders Please please please come forward
Vatiya sumon tor cillaiya lave nai,1,0,0,0,1,0,0,0,0,ভাটিয়া সুমন তোর চিল্লাইয়া লাভ নাই, Bhatia Suman you don't have to scream
Sobkisur jonno police..dai,0,0,0,0,0,0,0,0,0,সবকিসুর জন্য পুলিশ..দাই, Police for everything.
Deder mone hoy 367 ta haddi 🤣😂🤣🤣🤣😂🤣🤣baki gulo brain ta cover koira rakse ...🤣🤣🤣🤣,1,0,0,0,1,0,0,0,0,দের মনে হয় ৩৬৭ টা হেডি বাকি গুলো ব্রেইন টা কভার কইরা রাখছে...🤣😂🤣🤣🤣😂🤣🤣🤣🤣🤣🤣, I think 367 heads are covering the rest of the brain.🤣😂🤣🤣🤣😂🤣🤣🤣🤣🤣🤣
Kothay gelo khomota.. Khomoter opobebohar karider ai obosta e houa uchit,0,0,0,0,0,0,0,0,0,কোথায় গেল সুবিধা.. সুবিধার ব্যবহারকারীদের এই অবস্থা এ হওয়া উচিত, Where is the benefit...the benefit users should be at
Sodo polis more 😅 amar vaira more na 🤬🤬,0,0,0,0,0,0,0,0,0,সোডো পলিটিক্স আরো আমার ভাইরা আরো না😅🤬🤬, Sodo politics is more than my brothers.😅🤬🤬
purai mental patient 😂,1,0,0,0,1,0,0,0,0,পুরাই মেন্টাল রোগী😂, He's a psychopath.😂
Atodina mukhosh porishkar holo,0,0,0,0,0,0,0,0,0,অতদিনা পুরস্কার প্রদান হলো, The Atdina Awards were awarded
"Jamuna TV er moto 
Prove Soho video den 
Emn dalali na kore 😂",0,0,0,0,0,0,0,0,0,যমুনা টিভির মতো প্রভ সহ ভিডিও দেন এমন দালালি না করে😂," Without brokering like Jamuna TV, giving videos with Prabha😂"
Vi 15 bosorer durniti kivabey 24 ghontay bortoman shorker kivabey dur korben.sorkark shobkisiu gusanor shomoy ditey hobey.,0,0,0,0,0,0,0,0,0,ভাই ১৫ বছরের সময়সীমা কিভাবে ২৪ ঘন্টায় বর্তমান সরকারকে কিভাবে দূর করবেন।সরকারকে সকল প্রকার তথ্য জানানোর সময় দিতে হবে।," Brother, how to remove the current government in 24 hours with the 15-year deadline."
Lojja nai ader 👡🐕👡🐕,0,0,0,0,0,0,0,0,0,লজ্জ্বা নাই এদের👡🐕👡🐕, They are not ashamed.👡🐕👡🐕
Ei police ekon awami League er pachata,1,1,0,0,0,1,0,0,0,এই পুলিশ এখন আওয়ামী লীগ এর সমর্থক, The police are now Awami League supporters
Ami bisas Kori na ader 🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬,1,0,0,0,1,0,0,0,0,আমি বিশ্বাঁশ করি না এদের🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬, I don't fuck them.🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬
Eita jonogon sobainjane upodestara ki nake Tel diye gumachhe nahid Asif kothai?,0,0,0,0,0,0,0,0,0,এইটা জনসাধারনে উপদেষ্টারা কি নাকি তেল দিয়ে গুমাছে নাহিদ আসিফ কোথায়?, Is this the advisers put up with oil or where is Nahid Asif?
Bangladesher sob hospital A ghure ghure dekhar dorkar,0,0,0,0,0,0,0,0,0,বাংলাদেশের সব হাসপাতাল এ ঘুরে ঘুরে দেখার দরকার, We need to visit all the hospitals in Bangladesh.
agr minister ra ki khub valo silo nki,0,0,0,0,0,0,0,0,0,আগের মন্ত্রী রা কি খুব ভালো ছিলো নাকি, Was the previous ministers good?
100% currect.  bd police need freedom.,0,0,0,0,0,0,0,0,0,১০০% কারেন্ট। বিডি পুলিশের দরকার ফ্রিডম।, 100% current. BD police need freedom.
Ah ha... Ajke manush etoi ragannito police er upor thanay giye agun dicche police marche...,0,0,0,0,0,0,0,0,0,আহ হা... আজকে মানুষ ঐ রাগান্বিত পুলিশ এর উপর থানায় গিয়ে আগুন দিচ্ছে পুলিশ মারচে...," Ah, yeah, today people went to the police station and set fire to that angry policeman..."
Tui vai bidesh e thaak please e desh e ashbi na please tore Bangladesh theke ban kore deya uchit permanently.,0,0,0,0,0,0,0,0,0,তুই ভাই দেশ এ থাক প্লিজ এ দেশ এ আসবে না প্লিজ তোরা বাংলাদেশ থেকে ব্যান করে দেয়া উচিত স্থায়ী ভাবে।, You brother stay in the country please don't come in this country please you should be banned from Bangladesh permanently.
"jekhanei chadabaj dekhben satro somaj k janan, edr gono dholai dewa hbe,, eto boro sahos koi pai era,..apnra keu chup thakben, sobai protibaad korben, dekhi kon halai eto sahos pai egulo korte",0,0,0,0,0,0,0,0,0," যেখানে চালবাজ দেখবেন সত্য সমাজ কে জানান, এর গণ ধোলাই দেয়া হবে,, এত বড় সাহস কই পাই এরা,..আপনারা কেউ চুপ থাকবেন, সবাই প্রতিবাদ করবেন, দেখি কোন হালায় এত সাহস পাই এগুলো করতে"," Where you see the cheats tell the truth to the society, they will be massacred, how dare they do,.."
Ei hotta ei khoykhotir dai kar?,0,0,0,0,0,0,0,0,0,এইটা এই খোঁয়াড়ের দায়ে কার?, Who is responsible for this pen?
Awami Dallal oc in Lalbag 😂 he is a killer 😂,1,1,0,0,1,0,0,0,0,আওয়ামী দালাল ইন লালবাগ সে ইজ এ কিলার😂😂, Awami Dalal in Lalbagh She is a Killer😂😂
Tui jeshob mamla korsos. Shegula lokdekhano mamla. Jate manusher attention pas.,0,0,0,0,0,0,0,0,0,তুই যেসব ঝামেলা করসস। সেগুলা লোকদেখানো ঝামেলা। যাতে মানুষের মনোযোগ পায়।, All the troubles you've done are showy troubles to get people's attention.
Oor dristanto mulok bichar chai.,0,0,0,0,0,0,0,0,0,ওর স্থায়ী লোক বিচার চাই।, He needs permanent trial.
O akta nsakhor .Apnara janen? Kobor  niea. Deken,1,0,0,0,1,0,0,0,0,ও একটা খবর। আপনারা জানেন? খবর নিয়ে। দেখেন," ""That's a news, you know?"
100% Right joi,0,0,0,0,0,0,0,0,0,১০০% রাইট জো, 100% Right Joe
Tur somoy astasa sumon,0,0,0,0,0,0,0,0,0,তোর সময় আসছে সুমন, Your time is coming Suman
"Kire Nicole,Tor golay Eto Jor etodin koi chilo jamuna tv o kintu batabi lebu tv asilo shobi kintu mone ase r tor previous talk show kintu record ase gen-z r sathe gola r jor marais na. Valo hobe na",1,0,0,0,1,0,0,0,0," কিরে নিকোলে,তোর গুলায় এত জোর এত দিন কই ছিল যমুনা টিভি ও কিন্তু বাতাবি লেবু টিভি ছিল সবাই কিন্তু মনে আসে আর তোর আগের টক শো কিন্তু রেকর্ড আসে জেন-জেড আর সাথে গুলা আর জোর মারাইস না। ভালো হবে না"," Hey Nicole, where the hell was your gullet so strong for so long Jamuna TV and but Batabi Lemon TV everyone but remembers and your previous talk show is recorded with Jane-Z and don't hit the gullets again."
Biadop take juta dia daw.shatroder sathe kharap babohar kore sahos koto boro.Haspatel babsha potesthan,1,0,0,0,0,1,0,0,0,বেয়াদব কে জুতা দিয়ে দাও।ছাত্রদের সাথে খারাপ ব্যবহার করে সাহস কত বড়।হাসপাতাল ব্যবসা প্রতিষ্ঠান, Give him shoes. How dare you behave badly with students. Hospital Business
Jei jei jayga diye paliye jabar somvabona aase pahara din,0,0,0,0,0,0,0,0,0,যেই যেই জায়গা দিয়ে পালিয়ে যাওয়ার সম্ভাবনা আছে পাহাড় দিন, Give the places where you can escape.
nije ra bap ar jonnome amon pod pai ni ba pabe na tai somalochona korte bose gese😊,0,0,0,0,0,0,0,0,0,নিজে রা বাপ এর জন্য এমন পড পাই নি বা পাবে না তাই সমালোচনা করতে বসে গেছে😊, He criticized himself for not getting a pod like this for his father.😊
Ader Kono char dewa hobena,0,0,0,0,0,0,0,0,0,এদের কোনো চার দেওয়া হবেনা, They won't be given a four.
Fashi chai hasinar,0,0,0,0,0,0,0,0,0,ফাঁসি চাই হাসিনার, Hanging for Hasina
Ami india thehkhye bolchi. Bangladesh er sadhinota r jonno apnar baba mujibur sir mritu boron koreche satrur hate . Bangladesh ke diye giyechilo ek sadhin sonar Bangla. R aj sei apnar desher manush apnake desh chere dite badhho korlo.,0,0,0,0,0,0,0,0,0,আমি ইন্ডিয়া থেকে বলছি। বাংলাদেশ এর স্বাধীনতা র জন্য আপনার বাবা মুজিবুর স্যার মৃত্যু বরণ করেছেন শত্রুর হাতে। বাংলাদেশ কে দিয়ে গিয়েছিল এক স্বাধীন সোনার বাংলা। আর আজ সেই আপনার দেশের মানুষ আপনাকে দেশ ছেড়ে দিতে বাধ্য করল।, I'm from India. Your father Mujibur Sir died in the hands of the enemy for the independence of Bangladesh.
"O C er bashay hamla kora hok ,ei kutta police er bow bacca ke jonotar sommukkhin kora hok",1,0,0,0,1,1,0,0,0," ও সি এর বাসায় হামলা করা হোক,এই কুত্তা পুলিশ এর বউ বাসা কে বিচারের সম্মুখীন করা হোক"," Attack OC's house, this bitch cop's wife's house."
Tek korona agulo bad dwo,0,0,0,0,0,0,0,0,0,টেক করোনা এগুলো ব্যাড দাও, Don't take it. Give them bad.
Meye gula kotho Boro nirlorgo Allah amake dorjo dek,1,0,0,0,1,0,0,0,0,মেয়ে গুলা কতো বড় মিথ্যাবাদী আল্লাহ আমাকে দয়া দেখুন, The girls are such a liar.
JAMUNA TV ❤❤❤,0,0,0,0,0,0,0,0,0,যমুনা টিভি❤❤❤, Jamuna TV❤❤❤
"Onk onk thanks ❤❤,",0,0,0,0,0,0,0,0,0," অনেক অনেক থ্যাংকস,❤❤"," Thank you very much,❤❤"
Oi police k jibito agune diye porano houk,1,0,0,0,0,1,0,0,0,ওই পুলিশ কে জীবিত অবস্থায় দিয়ে পাঠানো হোক, Let the policeman be sent alive.
Tui godi char ma.......gi...........khoniker meye,1,0,0,0,1,0,0,0,0,তুই গদি ছাড় মা.....গি.........ক্ষনিকের মেয়ে," Get out of the chair, mother-in-law."
Allah amar vaider hefajot koro🤲🤲🤲,0,0,0,0,0,0,0,0,0,আল্লাহ আমার ভাইয়ের হেফাজত করো🤲🤲🤲, God protect my brother.🤲🤲🤲
Asolei Ami gadha.ai lok ta ke deshpremi vabsilam,0,0,0,0,0,0,0,0,0,আসলেই আমি ঘাধা।এই লোক টা কে দেশপ্রিমি ভাবসিলাম, I'm really stupid. I thought this guy was patriot.
Kindly check koira content er audio thik koren,0,0,0,0,0,0,0,0,0,কিন্ডলি চেক করে কন্টেন্ট এর অডিও ঠিক করেন, Kindly checks and fix audio of content
What about Hasina,0,0,0,0,0,0,0,0,0,কি সম্পর্কে হাসিনা, What about Hasina
"Aye ass hall 
Ata faltuuu new
Ata Kee manus bikri bole naa
Ata kajh er jonno somoy bikrii
Roj hisabe kajh,,,",1,0,0,0,1,0,0,0,0," এই আস হল এটা ফালতুও নিউ এটা কি মানুষ পরী বলে না এটা কাজ এর জন্য সময় পরী রোজ হিসাবে কাজ,,,"," Hey, this is fucking new. Doesn't people call it a fairy? It's time to work as a fairy rose..."
A Kala chor chudail 7000 kudi dekha Meri 2017,1,0,0,0,1,0,0,0,0,এ কালা চোর চুদাই ৭০০০ কুদি দেখা মেরি ২০১৭, A Kala thief Chudai 7000 Kudi Dekha Mary 2017
Apnara student jara andulon korcen seta amra support kori ar apnader somman kori apnara desher jonno teg shikar korcen amr onek student vai bon sohid hoyeca toba ata o apnader mone rakte hoba last 2din er andulon e sob sadaron manush soho Bangladesh er sob madrasha ar rajnitik doler sobar andulon chelo support ar akon apnader kothar modda mone hocche apnara sob akai korcen 1ta kotha  mone rakben dhammbikotha korben na amra ata shikar kori ae andulone sob theka besi obodaan student vai bon er kintu apnara chara o vaki sob manush er aktu hole o obodaan aca bases kora riksha driber soho Bangladesh er onek madrasha student hujur tader o obodaan aca tai besi abegi hoben na amar kothay mone kosto neben na amara sobai desher valo chaie ami kuno student noy kuno rajnitik netha noy tar por o ami o apnader shata mate andulon e chilam sudo amar desher student vaider support er jonno sobai valo thakun ALLAH Hafiz,0,0,0,0,0,0,0,0,0,আপনারা ছাত্র যারা আন্দোলন করছেন সেটা আমরা সাপোর্ট করি আর আপনাদের সম্মান করি আপনারা দেশের জন্য ট্যাগ শিকার করছেন আমার অনেক ছাত্র ভাই বোন শহীদ হয়েছে তোবা এটা ও আপনাদের মনে রাখতে হবে লাস্ট ২দিন এর আন্দোলন এ সব সাধারণ মানুষ সহ বাংলাদেশ এর সব মাদ্রাসা এর রাজনৈতিক দলের সবার আন্দোলন হলো সাপোর্ট আর এখন আপনাদের সবার কথা মনে হচ্ছে আপনারা সবাই করছেন একটা কথা মনে রাখবেন থামবিকোথা করবেন না আমরা সবাই এটা শিকার করছি এই আন্দোলন এ সব থেকে বেশি বাধ্যতামূলক ছাত্র ভাই ভাই এর কিন্তু আপনারা ছাড়া ও ভাই সব মানুষ এর একটু হলে ও বাধ্যতামূলক আসা বেস করা রিকশা ড্রিবের সহ বাংলাদেশ এর অনেক আগ্রহী হবেন না আমার কথায় মনে কষ্ট নিবেন না আমি কোনো ছাত্র,You students who are acting in the movement we support and respect you are tagging for the country many of my students have been martyred and you must also remember that in the last two days the movement of all the common people of Bangladesh including all the madrasah political parties of Bangladesh is support and now it seems that you are all doing one thing remember don't stop and we are all hunting this movement is the most compulsory student brothers in this movement but we are all hunting this movement is the most comp
Oi j ki bolce oi nijei jane na.,0,0,0,0,0,0,0,0,0,ওই যে কি বলছে ওই নিজেই জানে না।, He doesn't know what he's saying.
Sala Tor ponder modde dim dibo,1,0,0,0,1,1,0,0,0,শালা তোর মনের মধ্যে ডিম দিবো, I'll put eggs in your mind.
Kutta lig dalal gulo ato sahos pelo kota thaky soby ky batam daya.hok,1,1,0,0,0,0,0,0,0,কুত্তা লীগ দালাল গুলো এত সাহস পেলো কটা থাকে সবি কি বাটম দেওয়া। হোক, The motherfucker league brokers got the courage to give them all the damn thing.
Uni ki kana chuk bondo Kora keno kotha boltasa,0,0,0,0,0,0,0,0,0,ইউনি কি কোন চুক বন্ধ করা কেনো কথা বলাসা, Is Yuni stopping any blunder why talking?
Pant kuila rastai guraw,1,0,0,0,0,1,0,0,0,প্যান্ট খুলা রাস্তাই ঢুকাও, Take off your pants and get in the way.
Ader batil karun,0,0,0,0,0,0,0,0,0,এদের বাবিল করন, Babylonian Conquest of Them
Sob.. gulow..k... dhoreh..niyeh..jeler.vat..khauan..,0,0,0,0,0,0,0,0,0,সব.. গুলো..কে.. ধরে..নিয়ে..জলের.ভাত..খাওয়ান.., Take...catch...fed...water rice...
Hasnat ke cine na? Icche kore oke ei vabe marlo,0,0,0,0,0,0,0,0,0,হাসনাত কে সিনেমা না? ইচ্ছা করে ওকে এই ভাবে মারলো," Hasnat is not a movie, he killed him intentionally."
"Mittuk polok

Liar polok",0,0,0,0,0,0,0,0,0,মিথুক লোক মিথ্যাবাদী লোক, liars
tui Mate nam Tor bicar kobre jonogon😂😂,0,0,0,0,0,0,0,0,0,তুই মাতে নাম তোর বাইক করে জনগন😂😂, You get down on your bike people😂😂
Mor toiiii moiraa proman koiraa de je Awami League morte ooo paree.....shallaaa baroo batari thuuuuuu tor upor,1,1,0,0,1,0,0,0,0,মর তুই মইরা প্রমান কইরা দে যে আওয়ামী লীগ মরতে ওও পারে..... শালা বড় বাটারি থুউউ তোর উপর, Die prove that Awami League can die...
Age tmr der bichar hobe,0,0,0,0,0,0,0,0,0,আগে তোমার দের বিচার হবে, You'll be judged first.
Nirlojjo behaiya mohila 😊,1,0,0,0,1,0,0,0,0,নির্লজ্জ আচরণ মহিলা😊, shameless woman😊
Sara bangladese apnader pray 20 lokkhu sodosso ace sudu tara e jodi dhaka ese potirod korten amr mone hoy hasina atu taratari des teg korten na so vul kore apnara akhon 😂,0,0,0,0,0,0,0,0,0,সারা বাংলাদেশে আপনাদের প্রায় ২০ লাখ সোডোসো আছে শুধু তারা এ যদি ঢাকা এসে পোটিরোদ করতেন আমার মনে হয় হাসিনা এত তাড়াতাড়ি দেশ ট্যাগ করতেন না সো ভুল করে আপনারা এখন😂, You have almost 2 million sodoso all over Bangladesh only if they came to Dhaka to do Potirod I think Hasina wouldn't have tagged the country so erroneously you are now😂
😡😡😡😡😡 ai police ke bichar er kathgoray nitey hobe.,0,0,0,0,0,0,0,0,0,এই পুলিশ কে বিচার এর কাঠাগোরায় নিতে হবে।😡😡😡😡😡, This police has to be taken to trial.😡😡😡😡😡
E shsla indian maal,1,0,0,0,1,0,1,0,0,এ শালা ইন্ডিয়ান মাল, This is an Indian fucker.
Tor kopale hica mari,0,0,0,0,0,0,0,0,0,তোর কপালে হিকা মারি, I'm gonna hit you.
Halar madari koi ki re,1,0,0,0,1,0,0,0,0,হালার মাদারি কই কি রে, What the fuck is that?
